"state","points","price"
"california",91,32
"washington",91,39
"california",82,31
"california",82,18
"california",82,32
"california",82,18
"california",82,34
"california",82,19
"california",82,8
"california",82,13
"california",82,20
"california",82,11
"california",82,18
"california",81,26
"california",81,18
"california",81,16
"california",80,11
"california",80,22
"california",87,12
"california",87,13
"washington",87,36
"california",87,30
"washington",86,14
"washington",86,29
"california",86,25
"california",86,26
"washington",86,9
"washington",86,8
"washington",86,15
"california",86,28
"california",86,28
"washington",86,12
"washington",86,12
"california",86,25
"california",86,31
"california",86,19
"california",84,34
"california",84,44
"california",84,25
"california",84,30
"california",84,28
"california",84,16
"california",84,65
"california",84,15
"california",84,18
"california",84,20
"washington",86,20
"washington",86,28
"california",86,28
"california",86,15
"california",86,12
"washington",91,38
"california",91,28
"california",91,35
"washington",91,50
"california",91,50
"washington",91,40
"california",91,39
"washington",91,18
"california",91,29
"washington",91,38
"washington",91,38
"washington",91,45
"california",91,35
"washington",91,30
"california",80,34
"california",80,55
"california",80,10
"california",80,24
"california",96,50
"california",96,90
"california",95,38
"california",95,45
"california",95,45
"california",95,50
"california",95,35
"california",94,48
"california",94,50
"california",94,20
"california",94,40
"california",94,65
"california",94,55
"washington",86,25
"washington",86,7
"california",86,30
"washington",86,23
"california",86,30
"washington",86,8
"california",86,11
"california",86,28
"california",86,23
"washington",85,10
"california",85,30
"california",85,13
"california",85,12
"california",85,10
"washington",85,9
"washington",85,12
"washington",85,11
"california",85,28
"california",85,26
"washington",85,7
"california",84,7
"california",84,7
"california",84,20
"california",84,8
"california",84,22
"california",84,35
"california",84,20
"california",84,12
"washington",84,13
"california",83,30
"washington",83,15
"california",83,15
"washington",83,14
"california",83,13
"california",83,18
"california",83,28
"california",83,34
"california",83,50
"california",83,19
"washington",83,15
"california",91,45
"california",91,65
"california",91,48
"washington",91,50
"california",91,48
"california",90,38
"california",90,40
"california",90,50
"washington",90,26
"washington",90,28
"washington",90,32
"washington",90,32
"california",90,24
"washington",90,32
"washington",90,26
"california",90,20
"washington",90,35
"california",90,75
"washington",90,40
"california",93,45
"california",93,89
"california",93,65
"california",93,110
"california",93,45
"california",93,55
"california",93,50
"california",93,100
"california",93,40
"california",93,50
"california",93,70
"california",86,19
"california",85,28
"california",85,25
"washington",85,17
"california",85,25
"california",84,17
"california",83,7
"new york",83,25
"california",83,23
"california",83,8
"california",83,8
"california",82,17
"washington",82,11
"idaho",81,8
"new york",80,10
"california",83,12
"california",83,40
"washington",83,8
"california",83,19
"washington",83,15
"california",83,20
"california",83,20
"california",83,18
"california",83,11
"california",83,75
"california",83,35
"california",83,75
"washington",90,40
"washington",90,55
"california",90,75
"washington",90,25
"california",90,48
"washington",90,20
"washington",90,39
"washington",90,32
"california",90,13
"california",90,20
"california",90,32
"washington",90,35
"california",90,30
"california",90,30
"california",92,30
"california",92,42
"california",92,48
"california",92,38
"california",92,60
"california",92,40
"california",92,25
"california",92,28
"california",92,75
"california",92,45
"california",92,30
"california",92,45
"california",92,60
"california",92,34
"california",92,45
"california",85,9
"washington",85,37
"california",85,14
"california",85,18
"washington",85,25
"california",85,18
"washington",85,36
"california",85,55
"california",91,20
"california",91,20
"california",91,18
"texas",90,18
"california",90,20
"california",90,18
"california",90,15
"california",83,24
"washington",83,10
"california",83,17
"california",83,25
"washington",83,14
"california",82,80
"california",82,32
"california",82,18
"california",82,18
"california",82,11
"california",82,50
"california",82,32
"washington",82,17
"california",90,15
"california",90,28
"california",90,45
"california",90,34
"california",90,35
"washington",90,35
"california",90,50
"california",90,42
"california",90,20
"california",90,45
"washington",90,18
"washington",90,22
"washington",90,34
"washington",90,30
"washington",90,28
"washington",90,14
"california",90,16
"california",90,32
"california",90,42
"california",91,56
"california",91,40
"california",91,48
"california",91,45
"california",91,20
"california",91,40
"california",91,39
"california",85,40
"california",85,9
"california",85,15
"california",85,10
"texas",90,32
"california",90,18
"california",90,18
"california",90,20
"texas",90,18
"california",90,30
"california",82,48
"california",82,23
"california",82,20
"california",82,36
"california",82,10
"california",82,35
"california",82,25
"california",82,58
"california",82,30
"california",81,16
"california",81,16
"california",90,32
"california",90,13
"california",90,22
"california",90,42
"washington",90,28
"california",90,30
"california",90,26
"california",90,18
"washington",90,24
"california",90,50
"washington",90,26
"california",91,32
"california",91,75
"california",91,20
"california",91,46
"california",91,45
"california",91,35
"california",90,14
"california",90,42
"california",90,50
"california",84,9
"california",84,35
"california",84,32
"california",84,5
"california",84,24
"california",84,22
"california",84,9
"washington",84,15
"california",84,18
"california",84,26
"california",84,28
"california",89,10
"california",89,18
"california",89,16
"california",89,17
"california",89,16
"california",89,12
"california",89,13
"california",89,18
"california",88,16
"california",88,18
"california",88,16
"california",80,28
"california",97,140
"california",97,70
"california",96,28
"california",96,125
"california",95,30
"washington",90,20
"washington",90,50
"washington",89,28
"california",89,34
"washington",89,28
"california",89,25
"california",89,27
"california",89,54
"california",89,30
"california",89,14
"washington",89,26
"california",89,50
"washington",89,22
"california",90,22
"california",90,32
"california",90,36
"california",90,24
"california",90,25
"california",90,56
"california",90,35
"california",90,56
"california",84,30
"california",84,25
"california",84,35
"california",84,16
"california",84,12
"california",84,70
"california",88,20
"texas",88,9
"california",88,18
"texas",88,12
"california",95,125
"california",95,85
"california",95,65
"california",95,55
"california",95,95
"california",95,28
"california",95,60
"california",94,29
"california",94,27
"california",94,48
"california",94,50
"california",94,125
"washington",89,12
"washington",89,32
"washington",89,25
"california",89,64
"washington",89,22
"washington",89,20
"california",89,42
"california",89,20
"washington",89,28
"washington",89,22
"washington",89,25
"washington",89,9
"washington",89,45
"california",89,19
"california",90,20
"california",90,28
"california",90,60
"california",90,18
"california",90,20
"california",90,32
"california",90,25
"california",90,70
"california",90,36
"california",90,25
"california",84,9
"california",84,9
"california",84,28
"california",84,8
"washington",84,17
"california",83,16
"washington",83,10
"california",83,25
"california",83,9
"california",83,21
"california",88,15
"california",88,17
"california",88,10
"california",87,16
"california",87,9
"california",87,13
"california",87,12
"california",87,15
"california",87,16
"california",87,10
"california",87,15
"california",87,NA
"california",87,18
"california",87,20
"california",87,16
"california",94,35
"california",94,36
"california",94,100
"california",94,36
"california",94,65
"california",94,135
"california",94,50
"california",94,35
"california",94,60
"california",94,29
"california",93,48
"california",93,25
"california",93,35
"california",93,55
"california",93,30
"washington",89,29
"california",89,36
"washington",89,22
"washington",89,28
"washington",89,30
"washington",89,35
"washington",89,23
"washington",89,35
"washington",89,30
"california",89,18
"california",90,55
"california",90,43
"california",90,25
"california",90,45
"california",90,35
"california",89,32
"california",89,20
"california",89,32
"california",89,22
"california",89,75
"washington",83,12
"california",83,18
"california",83,13
"washington",83,12
"california",83,13
"california",83,14
"washington",82,19
"california",82,18
"california",87,12
"california",87,20
"california",87,7
"california",87,10
"california",87,13
"california",86,17
"california",86,10
"california",93,18
"california",93,27
"california",93,18
"california",93,37
"california",93,125
"california",93,42
"california",93,70
"california",93,95
"california",92,50
"california",92,35
"california",92,22
"california",92,22
"california",92,22
"california",92,45
"california",92,55
"california",92,39
"washington",88,28
"washington",88,36
"washington",88,19
"california",88,54
"washington",88,20
"washington",88,13
"washington",88,15
"california",88,70
"california",88,20
"california",88,40
"california",88,27
"california",89,40
"california",89,24
"california",89,28
"california",89,85
"california",89,25
"washington",82,15
"washington",82,15
"california",82,28
"california",82,13
"washington",81,35
"california",81,28
"california",81,14
"california",81,10
"texas",86,8
"california",86,16
"california",86,16
"california",86,14
"california",86,8
"california",86,13
"california",86,20
"california",86,18
"california",86,20
"california",86,17
"california",86,18
"california",86,19
"california",92,55
"california",92,45
"california",92,35
"california",92,60
"california",92,80
"california",92,26
"california",92,20
"california",92,26
"california",92,32
"california",92,48
"california",92,35
"california",92,110
"california",92,38
"california",92,19
"california",92,48
"california",92,25
"california",92,48
"california",92,42
"washington",88,30
"california",88,55
"california",88,12
"washington",88,22
"california",88,18
"california",88,16
"washington",88,NA
"washington",88,16
"california",88,20
"washington",88,28
"washington",88,11
"washington",88,38
"california",88,14
"california",89,30
"california",89,30
"new york",88,15
"california",88,85
"california",88,25
"california",88,23
"california",88,23
"california",88,25
"california",80,28
"washington",80,15
"washington",80,15
"california",80,16
"california",94,48
"california",94,50
"oregon",94,50
"california",94,35
"california",86,9
"california",86,12
"california",86,8
"california",86,20
"california",85,17
"california",85,6
"california",85,16
"california",85,18
"california",85,18
"california",92,65
"california",92,27
"california",92,32
"california",92,32
"california",92,24
"california",92,52
"california",92,39
"california",92,22
"california",91,25
"california",91,28
"california",91,25
"california",91,40
"washington",88,15
"california",88,30
"washington",88,25
"washington",88,12
"washington",88,19
"california",88,28
"washington",88,10
"washington",88,25
"california",88,34
"california",88,49
"washington",88,24
"washington",88,28
"washington",88,20
"california",88,18
"california",88,28
"california",88,17
"california",88,27
"california",88,40
"california",88,14
"california",88,16
"california",88,27
"oregon",93,36
"oregon",93,39
"california",93,48
"california",93,50
"oregon",93,38
"california",93,17
"oregon",93,48
"oregon",93,50
"california",93,30
"california",93,65
"oregon",93,42
"oregon",93,42
"california",93,48
"oregon",92,27
"oregon",92,38
"california",92,32
"california",92,30
"oregon",92,35
"california",92,25
"california",85,18
"california",85,10
"california",85,10
"california",85,14
"california",85,10
"california",85,14
"california",85,14
"california",85,13
"california",85,10
"california",85,19
"california",85,17
"california",85,7
"california",84,9
"california",84,16
"california",84,18
"california",91,18
"california",91,20
"california",91,22
"california",91,17
"california",91,20
"california",91,27
"california",91,22
"california",88,20
"california",88,18
"washington",88,32
"washington",88,35
"washington",88,32
"california",88,45
"california",88,45
"washington",88,20
"california",88,26
"washington",88,24
"washington",88,35
"california",88,29
"california",88,19
"california",88,13
"california",88,16
"california",88,35
"california",88,38
"california",88,25
"california",88,75
"california",88,19
"california",88,45
"california",88,40
"oregon",92,39
"california",92,40
"washington",92,25
"california",92,50
"oregon",92,39
"california",92,37
"oregon",92,50
"california",92,25
"california",92,30
"california",92,35
"oregon",92,49
"oregon",92,30
"california",91,38
"california",91,48
"oregon",91,50
"california",91,26
"oregon",91,38
"oregon",91,45
"california",84,11
"california",84,13
"california",84,7
"california",84,11
"california",84,7
"california",84,14
"california",84,10
"california",84,8
"california",84,10
"california",84,10
"california",84,10
"california",84,9
"texas",84,9
"california",84,8
"california",84,10
"california",84,7
"california",83,11
"california",83,15
"california",83,10
"california",83,12
"california",90,24
"california",90,35
"california",90,30
"california",90,55
"california",90,34
"california",90,22
"california",90,23
"california",90,50
"california",88,42
"california",87,15
"washington",87,28
"california",87,24
"california",87,50
"california",87,42
"california",87,55
"california",87,40
"california",87,38
"california",88,18
"california",88,18
"california",88,40
"california",88,36
"california",87,45
"california",87,75
"california",87,36
"california",87,36
"california",87,73
"california",87,17
"california",87,25
"california",87,10
"california",87,75
"california",87,25
"california",87,24
"oregon",91,49
"oregon",91,25
"oregon",91,24
"california",91,20
"california",91,20
"oregon",91,50
"california",91,48
"california",90,18
"oregon",90,39
"california",90,22
"california",90,15
"california",90,27
"oregon",90,42
"california",90,48
"california",90,35
"california",90,15
"california",90,15
"california",90,48
"california",90,18
"new york",90,30
"california",90,19
"california",90,32
"california",90,50
"california",90,28
"california",90,55
"california",90,16
"california",90,18
"california",83,8
"california",83,9
"california",83,10
"california",83,13
"california",82,12
"california",82,10
"california",82,7
"california",82,10
"california",82,8
"california",82,10
"california",82,10
"california",81,11
"california",81,15
"california",81,7
"california",87,35
"california",87,38
"california",87,60
"california",87,17
"california",87,20
"california",87,40
"california",87,20
"california",87,40
"california",87,18
"california",87,55
"california",87,28
"california",87,15
"california",87,40
"california",87,24
"new york",87,12
"california",87,35
"california",87,10
"california",87,25
"california",87,42
"california",87,40
"california",87,26
"california",87,26
"washington",87,25
"california",87,33
"california",87,12
"washington",87,18
"california",87,30
"california",90,25
"california",90,26
"oregon",90,50
"oregon",90,42
"california",90,28
"oregon",90,39
"california",90,26
"california",90,48
"california",90,35
"oregon",90,50
"california",90,95
"oregon",90,20
"california",90,20
"oregon",90,25
"california",90,42
"california",90,40
"california",90,35
"california",90,25
"california",90,25
"california",89,42
"california",89,38
"california",89,12
"california",89,13
"california",89,35
"new york",91,55
"new york",90,28
"new york",90,30
"california",90,50
"new york",90,35
"california",89,34
"california",87,17
"california",87,55
"california",87,40
"california",87,25
"california",87,17
"california",87,30
"california",87,17
"california",87,15
"california",87,16
"california",87,20
"california",86,16
"california",87,26
"california",87,30
"california",87,12
"california",87,45
"california",87,49
"washington",87,24
"california",87,37
"california",87,45
"california",87,45
"california",87,33
"california",90,65
"california",90,38
"washington",90,25
"california",90,16
"california",90,30
"california",90,30
"oregon",90,40
"oregon",90,45
"oregon",90,24
"oregon",90,17
"oregon",90,28
"california",90,54
"oregon",90,50
"california",90,25
"california",90,23
"california",89,15
"california",89,24
"california",89,34
"california",89,25
"california",89,49
"california",89,75
"california",89,32
"california",89,44
"california",89,28
"new york",89,30
"california",89,18
"california",89,12
"new york",89,30
"new york",89,27
"new york",89,25
"new york",89,27
"new york",88,25
"virginia",86,19
"california",86,17
"california",86,40
"california",86,22
"california",86,11
"california",86,55
"california",86,33
"california",86,22
"california",86,42
"california",86,23
"california",86,20
"new york",86,19
"california",86,42
"california",86,35
"california",86,18
"california",86,28
"california",87,15
"washington",87,26
"california",87,20
"california",87,31
"california",87,30
"california",87,15
"california",87,34
"california",87,55
"washington",87,NA
"california",87,26
"california",87,11
"oregon",89,45
"oregon",89,21
"california",89,18
"california",89,25
"california",89,19
"oregon",89,42
"california",89,25
"oregon",89,49
"california",89,30
"california",89,48
"california",89,35
"california",89,18
"california",89,16
"california",89,80
"california",89,37
"california",89,20
"california",89,40
"california",89,42
"california",88,22
"california",88,32
"california",88,38
"new york",88,18
"new york",88,18
"new york",88,22
"new york",88,18
"new york",88,30
"new york",88,29
"new york",88,18
"new york",88,18
"new york",88,25
"new york",88,20
"california",88,16
"california",86,16
"california",86,16
"california",86,20
"virginia",86,10
"california",86,18
"california",86,18
"california",86,42
"california",86,16
"california",86,70
"virginia",86,16
"california",86,35
"california",87,14
"washington",87,NA
"california",87,37
"california",87,28
"california",87,18
"california",87,25
"washington",87,35
"oregon",89,44
"oregon",89,25
"california",89,35
"california",89,48
"california",89,24
"oregon",89,50
"oregon",89,14
"california",89,20
"california",87,12
"new york",87,13
"new york",87,18
"new york",87,20
"new york",87,30
"new york",87,12
"new york",87,24
"new york",87,27
"new york",87,35
"new york",87,29
"new york",87,25
"new york",87,20
"california",88,16
"california",88,18
"california",88,16
"california",88,52
"california",88,32
"california",88,20
"california",87,15
"california",87,125
"california",87,18
"washington",87,23
"california",87,35
"california",87,35
"california",87,15
"california",87,30
"california",87,11
"california",87,36
"california",87,28
"california",87,40
"california",87,28
"california",87,45
"california",85,12
"california",85,17
"california",85,25
"california",85,13
"california",85,20
"california",85,16
"new york",85,15
"california",85,22
"washington",85,NA
"california",85,48
"california",85,20
"california",85,10
"california",85,19
"california",85,13
"california",85,18
"oregon",88,25
"california",88,49
"california",88,31
"california",88,28
"california",88,27
"oregon",88,30
"california",88,29
"oregon",88,28
"new york",87,25
"new york",87,17
"new york",87,15
"new york",87,9
"new york",87,30
"new york",87,18
"new york",87,25
"new york",87,32
"new york",87,15
"new york",87,25
"new york",87,17
"new york",86,17
"new york",86,15
"california",88,29
"california",88,16
"california",88,60
"california",88,24
"california",88,35
"california",87,28
"california",87,28
"california",87,16
"california",87,11
"washington",87,30
"washington",87,13
"washington",87,23
"california",87,45
"washington",87,15
"california",86,100
"washington",86,14
"washington",86,28
"california",86,11
"california",85,22
"california",85,25
"california",85,17
"california",85,19
"california",85,10
"california",85,20
"california",85,40
"california",85,19
"idaho",85,50
"california",85,28
"california",85,40
"new york",85,14
"california",85,15
"california",85,11
"california",85,22
"california",85,18
"california",84,30
"california",88,30
"oregon",88,49
"california",88,12
"california",88,16
"california",88,48
"oregon",88,39
"california",88,100
"california",88,25
"oregon",88,29
"oregon",88,20
"california",88,28
"california",88,14
"california",88,48
"new york",86,20
"new york",86,25
"new york",86,18
"new york",86,15
"new york",86,15
"new york",86,13
"california",86,11
"new york",86,30
"new york",86,32
"new york",86,19
"new york",86,11
"new york",86,15
"new york",86,13
"california",86,24
"california",88,22
"california",88,25
"california",88,14
"california",88,48
"california",88,20
"california",88,39
"california",88,55
"new york",88,18
"california",87,22
"california",87,28
"new york",84,12
"california",84,20
"california",84,35
"california",84,25
"california",84,18
"california",84,18
"california",84,65
"california",84,18
"california",84,13
"california",84,40
"idaho",84,20
"california",84,30
"california",84,35
"washington",84,15
"california",84,30
"california",84,60
"california",84,22
"california",84,23
"california",84,35
"california",84,12
"california",86,40
"california",86,65
"california",86,35
"california",86,12
"california",86,42
"california",86,15
"california",86,25
"california",86,19
"washington",86,14
"california",86,28
"california",86,18
"california",88,12
"california",88,29
"california",87,34
"california",87,35
"california",87,20
"california",87,25
"oregon",87,49
"california",87,30
"california",87,32
"california",86,13
"new york",86,28
"new york",86,15
"new york",86,14
"new york",85,11
"new york",85,10
"new york",85,14
"new york",85,15
"new york",85,17
"new york",85,11
"new york",85,19
"california",87,30
"california",87,11
"california",87,18
"california",87,16
"new york",87,21
"california",87,28
"california",87,38
"california",87,28
"california",87,15
"california",87,16
"california",84,25
"california",84,18
"california",84,14
"california",84,24
"california",84,16
"california",84,25
"ohio",84,15
"california",84,55
"missouri",84,9
"california",84,20
"california",84,32
"california",84,14
"california",84,75
"california",84,16
"california",84,11
"california",84,15
"california",84,28
"california",84,59
"new york",84,30
"new jersey",84,20
"california",84,75
"california",86,27
"california",86,40
"california",86,15
"california",86,16
"california",86,49
"california",86,7
"california",87,24
"california",87,20
"california",87,26
"california",87,33
"california",87,18
"california",87,15
"california",87,25
"california",87,22
"california",87,35
"california",87,12
"california",87,12
"california",87,18
"california",87,13
"california",87,18
"california",87,20
"oregon",87,19
"california",87,34
"new york",85,19
"new york",85,22
"new york",85,22
"new york",85,23
"new york",85,18
"new york",85,20
"new york",85,15
"new york",85,13
"new york",85,20
"new york",85,17
"new york",84,12
"new york",84,18
"california",87,27
"california",87,20
"california",87,18
"california",87,22
"california",87,19
"california",87,20
"california",87,19
"washington",86,20
"california",86,8
"washington",86,19
"california",86,30
"california",86,18
"california",86,12
"california",86,13
"washington",86,22
"california",84,14
"california",84,20
"california",83,15
"new york",83,13
"california",83,30
"california",83,13
"california",83,15
"virginia",83,8
"california",83,35
"missouri",83,10
"california",83,75
"colorado",83,15
"california",83,17
"ohio",83,15
"washington",83,12
"new jersey",83,18
"california",83,15
"california",83,18
"california",83,14
"california",83,10
"california",83,10
"california",83,20
"california",83,7
"california",83,30
"new york",83,22
"new york",84,15
"new york",84,13
"new york",84,35
"new york",84,11
"new york",84,15
"new york",84,9
"new york",84,10
"new york",84,15
"new york",84,35
"new york",84,20
"new york",84,19
"new york",84,15
"california",87,30
"california",87,35
"new york",87,15
"california",87,19
"california",87,35
"california",87,13
"california",87,75
"california",87,28
"california",87,48
"virginia",87,40
"california",87,13
"california",87,19
"california",87,38
"california",87,24
"california",87,18
"california",87,16
"california",87,18
"california",87,15
"california",87,19
"oregon",87,28
"california",87,13
"oregon",86,10
"california",86,14
"california",86,10
"california",86,20
"california",86,60
"california",86,30
"washington",86,20
"california",86,17
"california",86,29
"california",86,29
"washington",86,22
"california",86,35
"california",86,25
"california",86,18
"california",86,42
"california",83,14
"california",83,10
"california",83,54
"california",83,18
"california",83,15
"california",83,7
"california",83,22
"new york",83,16
"california",83,14
"california",83,19
"california",82,45
"new mexico",82,16
"california",82,26
"california",82,16
"california",82,35
"california",82,23
"california",82,13
"california",82,10
"california",82,12
"california",82,28
"new york",84,12
"new york",83,13
"new york",83,16
"new york",83,13
"new york",83,7
"new york",83,15
"new york",83,19
"new york",83,7
"new york",83,10
"new york",83,10
"new york",83,11
"new york",83,10
"new york",83,11
"new york",83,18
"new york",83,13
"new york",83,15
"new york",83,10
"new york",83,15
"california",87,22
"new york",87,20
"california",87,30
"california",87,18
"california",87,18
"california",87,15
"california",87,32
"california",87,10
"california",87,13
"california",86,16
"california",86,24
"california",86,12
"california",86,9
"california",86,20
"california",86,32
"oregon",86,30
"california",86,40
"california",86,17
"california",86,11
"california",86,45
"california",86,65
"california",86,18
"washington",86,25
"california",86,10
"washington",86,15
"california",85,14
"california",85,25
"washington",85,20
"ohio",82,15
"ohio",82,15
"california",82,12
"california",82,10
"california",82,22
"california",82,32
"new york",82,36
"california",82,35
"california",82,20
"california",82,45
"california",82,28
"california",82,19
"california",82,9
"california",82,20
"california",82,18
"california",82,15
"california",82,33
"california",81,12
"california",81,48
"california",81,25
"california",81,20
"new york",82,14
"new york",82,18
"new york",82,19
"california",82,13
"new york",82,18
"new york",82,18
"new york",82,14
"new york",82,10
"new york",81,15
"new york",80,18
"new york",80,19
"california",93,24
"california",93,20
"california",93,28
"california",93,28
"california",87,15
"california",87,28
"california",87,13
"california",87,39
"california",87,35
"new york",86,18
"california",86,60
"new york",86,15
"california",86,15
"california",86,45
"california",86,48
"oregon",86,20
"california",86,40
"california",86,46
"california",86,14
"california",86,30
"california",86,39
"california",86,24
"california",86,44
"washington",85,20
"california",85,15
"washington",85,30
"california",85,24
"california",85,38
"washington",85,30
"washington",85,28
"california",85,30
"washington",85,28
"california",81,12
"california",81,10
"california",81,35
"california",80,33
"california",80,25
"california",92,25
"california",92,28
"california",92,24
"california",91,17
"california",91,25
"california",91,26
"california",91,28
"california",91,40
"california",91,17
"california",91,21
"california",91,19
"california",91,21
"california",90,24
"california",90,22
"california",90,30
"california",90,25
"california",90,18
"california",90,22
"california",90,22
"california",85,22
"california",85,18
"california",85,11
"california",85,10
"california",85,9
"california",85,20
"california",85,35
"oregon",85,10
"california",85,20
"california",85,18
"california",85,13
"california",85,16
"california",85,38
"new york",86,19
"california",86,49
"new york",86,11
"new york",86,16
"california",86,45
"california",86,42
"california",85,13
"washington",85,25
"washington",85,30
"california",85,19
"california",85,13
"california",85,48
"california",85,38
"california",85,16
"california",85,10
"california",85,32
"california",85,14
"california",95,70
"california",94,40
"california",94,95
"california",94,25
"california",94,42
"california",93,55
"california",93,51
"california",93,100
"california",85,22
"california",85,38
"california",85,17
"california",85,10
"california",85,10
"california",85,24
"california",85,8
"california",85,10
"california",84,21
"california",84,14
"oregon",84,15
"california",84,15
"california",86,25
"california",86,24
"pennsylvania",86,40
"new york",86,13
"california",86,38
"california",90,21
"california",90,30
"california",90,30
"california",90,21
"california",90,50
"california",90,26
"california",90,18
"california",90,19
"california",89,19
"california",89,18
"california",89,25
"california",89,30
"california",89,23
"california",89,16
"california",89,15
"california",89,15
"california",89,18
"california",89,26
"california",89,22
"california",89,19
"new york",89,18
"california",88,28
"california",85,9
"california",85,25
"california",85,50
"california",85,60
"california",85,10
"washington",85,28
"california",85,24
"california",85,10
"washington",85,24
"california",93,50
"california",93,30
"california",93,52
"california",93,39
"california",93,42
"california",92,25
"california",92,25
"california",92,24
"california",92,36
"california",92,50
"washington",92,18
"california",84,14
"california",84,10
"california",84,29
"california",84,35
"california",84,14
"california",84,16
"california",84,25
"oregon",84,9
"california",84,15
"california",84,26
"california",84,12
"california",84,14
"california",84,18
"california",84,15
"california",84,5
"california",84,12
"california",86,10
"california",86,18
"california",86,20
"new york",86,16
"new york",86,15
"california",86,18
"california",86,10
"california",86,18
"new mexico",86,20
"california",86,29
"california",88,14
"california",88,20
"california",88,24
"california",88,45
"california",88,40
"california",88,27
"california",88,16
"california",88,10
"california",87,15
"california",87,28
"california",87,22
"california",87,10
"california",87,18
"new york",87,18
"california",87,44
"california",87,30
"california",87,12
"california",87,22
"california",87,10
"california",87,20
"washington",85,14
"california",85,18
"california",85,42
"california",84,10
"california",84,35
"california",84,18
"california",84,10
"washington",84,30
"california",92,38
"california",92,46
"california",92,80
"california",92,45
"california",92,35
"california",92,50
"california",92,22
"california",92,59
"california",92,40
"california",92,75
"california",91,32
"california",84,32
"california",84,16
"california",84,8
"california",84,52
"california",84,13
"california",84,14
"california",83,22
"california",83,15
"california",83,36
"california",83,9
"oregon",83,14
"california",83,8
"new york",86,15
"california",86,35
"new york",86,10
"new york",86,18
"california",86,17
"california",86,46
"california",86,24
"california",86,28
"new york",86,15
"california",86,40
"california",85,16
"california",87,18
"california",87,18
"california",87,26
"california",87,22
"california",87,10
"california",87,14
"california",87,NA
"california",87,18
"california",87,18
"california",87,18
"california",87,22
"california",87,18
"california",86,26
"california",86,26
"california",86,15
"california",86,18
"new york",86,15
"california",86,14
"california",84,32
"california",84,26
"california",84,8
"california",84,26
"california",84,13
"california",84,8
"california",84,15
"washington",84,30
"california",84,41
"california",84,12
"california",84,13
"california",84,9
"california",91,32
"california",91,100
"washington",91,15
"california",91,32
"california",91,22
"california",91,80
"california",91,35
"california",91,45
"california",91,15
"california",91,22
"california",91,35
"california",83,30
"california",83,12
"california",83,14
"california",83,10
"california",83,13
"california",83,25
"oregon",83,10
"california",83,14
"california",83,50
"california",83,10
"california",82,15
"california",82,20
"california",82,24
"california",82,25
"california",82,36
"oregon",82,14
"california",82,10
"california",82,14
"california",82,18
"new york",85,15
"california",85,14
"california",85,40
"california",85,79
"california",85,24
"california",85,30
"california",85,26
"new york",85,23
"california",85,16
"california",86,20
"california",86,19
"california",86,30
"california",86,23
"california",85,16
"california",85,8
"california",85,16
"california",85,18
"california",85,18
"california",85,22
"california",85,25
"california",85,22
"california",85,15
"california",85,18
"california",85,18
"california",85,15
"california",85,18
"california",85,15
"california",85,8
"california",84,15
"washington",84,9
"california",84,50
"california",84,34
"california",84,48
"california",84,15
"california",84,28
"washington",84,30
"california",84,28
"california",84,10
"california",84,26
"california",84,12
"california",84,13
"california",91,28
"california",91,45
"california",90,40
"california",90,10
"california",90,30
"california",82,30
"california",82,10
"california",82,80
"california",82,16
"california",82,11
"california",81,20
"california",80,16
"oregon",80,14
"california",80,18
"california",93,80
"california",92,70
"california",91,60
"california",90,50
"california",96,50
"california",95,48
"washington",95,45
"washington",95,55
"california",95,35
"california",85,15
"california",85,35
"california",85,17
"pennsylvania",85,25
"california",85,16
"california",85,13
"new york",85,15
"california",85,22
"california",84,15
"california",84,28
"california",84,19
"california",84,21
"california",84,21
"california",83,18
"california",83,20
"california",83,6
"california",83,20
"california",83,12
"california",82,12
"california",82,16
"california",84,7
"california",84,19
"california",84,16
"california",84,15
"california",84,50
"washington",84,24
"california",84,40
"washington",84,17
"california",84,27
"california",84,16
"california",84,20
"california",83,13
"california",83,12
"washington",83,20
"california",90,28
"california",90,60
"california",90,30
"california",90,28
"california",90,40
"california",90,28
"washington",94,45
"washington",94,35
"california",94,50
"washington",94,50
"washington",94,38
"washington",93,21
"washington",93,75
"washington",93,26
"washington",93,42
"washington",93,55
"washington",93,21
"washington",93,26
"california",93,25
"washington",92,45
"california",85,20
"california",85,38
"new york",85,25
"california",85,10
"california",85,26
"california",85,28
"california",85,18
"new york",85,15
"california",82,18
"california",82,18
"california",82,24
"california",81,25
"new york",81,18
"california",95,100
"california",93,35
"california",93,30
"california",93,75
"california",92,25
"california",92,25
"california",92,18
"california",91,25
"california",91,30
"california",91,25
"california",91,22
"california",83,13
"california",83,9
"california",83,46
"california",83,50
"washington",83,24
"california",83,10
"california",83,9
"california",83,13
"california",83,7
"california",90,25
"california",90,34
"california",90,45
"california",90,17
"california",90,16
"california",90,52
"california",90,45
"california",90,18
"washington",92,30
"california",92,40
"washington",92,33
"california",92,30
"california",92,35
"washington",92,25
"washington",92,20
"washington",92,29
"washington",92,25
"california",92,35
"washington",92,38
"washington",92,55
"new york",85,20
"new york",84,20
"new york",84,13
"california",84,16
"california",84,12
"california",91,24
"california",90,15
"california",90,50
"california",90,32
"california",90,28
"california",89,27
"california",89,22
"california",89,30
"california",89,15
"california",89,16
"california",88,33
"california",88,20
"california",88,15
"california",88,18
"california",83,10
"california",83,39
